요양기관명,총 의사 수,의과일반의 인원수,의과인턴 인원수,의과레지던트 인원수,의과전문의 인원수,치과일반의 인원수,치과인턴 인원수,치과레지던트 인원수,치과전문의 인원수,한방일반의 인원수,한방인턴 인원수,한방레지던트 인원수,한방전문의 인원수,조산사 인원수
메디컬보이스이비인후과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
메디컬조의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
메디케어의원,5,0,0,0,5,0,0,0,0,0,0,0,0,0
메디코스의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
메디코아내과의원,3,0,0,0,3,0,0,0,0,0,0,0,0,0
메디코아의원,1,1,0,0,0,0,0,0,0,0,0,0,0,0
메디코의원,1,1,0,0,0,0,0,0,0,0,0,0,0,0
메디큐내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
메디큐브의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
메디큐브의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
메디큐브의원,1,1,0,0,0,0,0,0,0,0,0,0,0,0
메디탑의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
메디탑의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
메디탑의원,3,0,0,0,3,0,0,0,0,0,0,0,0,0
메디테라내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
메디톡스부속의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
메디파크내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
메디파크산부인과의원,2,0,0,0,2,0,0,0,0,0,0,0,0,0
메디파크소아청소년과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
메디팜클리닉의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
메디포맨남성의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
메디포맨남성의원,1,1,0,0,0,0,0,0,0,0,0,0,0,0
메디포맨남성의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
메디포맨남성의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
메디포맨비뇨기과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
메디플라워내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
메디플라워비뇨기과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
메디플러스 의원,2,2,0,0,0,0,0,0,0,0,0,0,0,0
메디플러스가정의학과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
메디플러스의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
메디플러스의원,1,1,0,0,0,0,0,0,0,0,0,0,0,0
메디플러스의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
메디플러스의원,2,1,0,0,1,0,0,0,0,0,0,0,0,0
메디피아산부인과의원,5,0,0,0,5,0,0,0,0,0,0,0,0,0
메디피움 분당의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
메디피움동탄의원,12,1,0,0,11,0,0,0,0,0,0,0,0,0
메디피움의원,17,0,0,0,17,0,0,0,0,0,0,0,0,0
메디필내과의원,2,0,0,0,2,0,0,0,0,0,0,0,0,0
메디필마취통증의학과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
메디필비뇨기과의원,0,0,0,0,0,0,0,0,0,0,0,0,0,0
메디필비뇨기과의원,2,0,0,0,2,0,0,0,0,0,0,0,0,0
메디필산부인과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
메디필서방사선과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
메디필성형외과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
메디필이비인후과의원,2,0,0,0,2,0,0,0,0,0,0,0,0,0
메디필즈의원,1,1,0,0,0,0,0,0,0,0,0,0,0,0
메디필피부과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
메디하트내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
메디홈가정의학과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
메디홈즈의원,2,0,0,0,2,0,0,0,0,0,0,0,0,0
메디홈즈의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
메디휴제일내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
메디휴제일내과의원,8,0,0,0,8,0,0,0,0,0,0,0,0,0
메디힐의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
메디힐의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
메리놀내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
메리놀산부인과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
메리놀의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
메리놀의원,1,1,0,0,0,0,0,0,0,0,0,0,0,0
메리놀의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
메리놀정형외과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
메리놀피부과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
메리미의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
메리성형외과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
메리엘산부인과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
메리제이산부인과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
메리트피부과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
메리힐안과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
메리힐이비인후과의원,2,1,0,0,1,0,0,0,0,0,0,0,0,0
메모리성형외과의원,2,0,0,0,2,0,0,0,0,0,0,0,0,0
메세나연세소아청소년과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
메어리벳의원,1,1,0,0,0,0,0,0,0,0,0,0,0,0
메이드림의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
메이드미성형외과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
메이드영성형외과의원,6,0,0,0,6,0,0,0,0,0,0,0,0,0
메이드유의원,2,1,0,0,1,0,0,0,0,0,0,0,0,0
메이드유의원,1,1,0,0,0,0,0,0,0,0,0,0,0,0
메이드유의원,1,1,0,0,0,0,0,0,0,0,0,0,0,0
메이드유의원,1,1,0,0,0,0,0,0,0,0,0,0,0,0
메이드유의원,2,0,0,0,2,0,0,0,0,0,0,0,0,0
메이드유의원,2,1,0,0,1,0,0,0,0,0,0,0,0,0
메이드의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
메이디산부인과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
메이린의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
메이린의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
메이린의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
메이린의원,2,2,0,0,0,0,0,0,0,0,0,0,0,0
메이린의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
메이린의원,1,1,0,0,0,0,0,0,0,0,0,0,0,0
메이린의원울산점,1,0,0,0,1,0,0,0,0,0,0,0,0,0
메이린청담의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
메이마인드의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
메이비의원,1,1,0,0,0,0,0,0,0,0,0,0,0,0
메이성형외과의원,2,0,0,0,2,0,0,0,0,0,0,0,0,0
메이에버의원,2,0,0,0,2,0,0,0,0,0,0,0,0,0
메이엘산부인과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
메이유의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
메이의원,2,2,0,0,0,0,0,0,0,0,0,0,0,0
메이저성형외과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
메이저피부과의원,3,0,0,0,3,0,0,0,0,0,0,0,0,0
메이저피부과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
메이저피부과의원(신촌점),1,0,0,0,1,0,0,0,0,0,0,0,0,0
메이준피부과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
메이커의원,2,0,0,0,2,0,0,0,0,0,0,0,0,0
메이퀸이지은산부인과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
메이크유성형외과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
메이트성형외과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
메이퓨어의원,5,4,0,0,1,0,0,0,0,0,0,0,0,0
메이퓨어의원,2,0,0,0,2,0,0,0,0,0,0,0,0,0
메이퓨어의원,2,0,0,0,2,0,0,0,0,0,0,0,0,0
메이퓨어의원,2,1,0,0,1,0,0,0,0,0,0,0,0,0
메이퓨어의원,1,1,0,0,0,0,0,0,0,0,0,0,0,0
메이퓨어의원,4,4,0,0,0,0,0,0,0,0,0,0,0,0
메이퓨어의원,4,3,0,0,1,0,0,0,0,0,0,0,0,0
메이퓨어의원,1,1,0,0,0,0,0,0,0,0,0,0,0,0
메이퓨어의원,1,1,0,0,0,0,0,0,0,0,0,0,0,0
메이퓨어의원,3,3,0,0,0,0,0,0,0,0,0,0,0,0
메이퓨어의원,4,4,0,0,0,0,0,0,0,0,0,0,0,0
메이퓨어의원,9,5,0,0,4,0,0,0,0,0,0,0,0,0
메이퓨어의원,2,0,0,0,2,0,0,0,0,0,0,0,0,0
메이퓨어의원,4,2,0,0,2,0,0,0,0,0,0,0,0,0
메이퓨어의원,5,3,0,0,2,0,0,0,0,0,0,0,0,0
메이퓨어의원,2,2,0,0,0,0,0,0,0,0,0,0,0,0
메이퓨어의원,2,1,0,0,1,0,0,0,0,0,0,0,0,0
메이퓨어의원,4,3,0,0,1,0,0,0,0,0,0,0,0,0
메이퓨어의원,2,2,0,0,0,0,0,0,0,0,0,0,0,0
메이퓨어의원,3,3,0,0,0,0,0,0,0,0,0,0,0,0
메이퓨어의원,3,0,0,0,3,0,0,0,0,0,0,0,0,0
메이퓨어의원,2,2,0,0,0,0,0,0,0,0,0,0,0,0
메이퓨어의원,2,0,0,0,2,0,0,0,0,0,0,0,0,0
메이퓨어의원,4,3,0,0,1,0,0,0,0,0,0,0,0,0
메이퓨어의원,2,2,0,0,0,0,0,0,0,0,0,0,0,0
메이퓨어의원 광교점,3,2,0,0,1,0,0,0,0,0,0,0,0,0
메이퓨어의원마포공덕점,4,2,0,0,2,0,0,0,0,0,0,0,0,0
메이플이비인후과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
메이필의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
메인의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
메종드엠의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
메종프리베의원,3,0,0,0,3,0,0,0,0,0,0,0,0,0
메타의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
메타폴리스내과의원,2,0,0,0,2,0,0,0,0,0,0,0,0,0
메타피온소아청소년과의원,2,0,0,0,2,0,0,0,0,0,0,0,0,0
메트로 정형외과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
메트로내과의원,11,1,0,0,10,0,0,0,0,0,0,0,0,0
메트로성모안과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
메트로신경외과의원,5,1,0,0,4,0,0,0,0,0,0,0,0,0
메트로안과의원,10,0,0,0,10,0,0,0,0,0,0,0,0,0
메트로연합정형외과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
메트로이비인후과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
메트로재활의학과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
메트로정형외과의원,2,0,0,0,2,0,0,0,0,0,0,0,0,0
메트로피부과의원,2,0,0,0,2,0,0,0,0,0,0,0,0,0
메트로피부과의원,2,0,0,0,2,0,0,0,0,0,0,0,0,0
메티스정신과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
메티의원,0,0,0,0,0,0,0,0,0,0,0,0,0,0
멘드의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
멘토의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
멘파워비뇨기과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
멘파워비뇨기과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
멘파워비뇨기과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
멘파워비뇨기과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
멘파워비뇨기과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
멘파워비뇨기과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
멘파워비뇨기과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
멘파워비뇨기과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
멘파워비뇨기과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
멘파워비뇨기과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
멘파워비뇨기과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
멘파워비뇨기과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
멘파워비뇨기과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
멘파워비뇨의학과의원,2,0,0,0,2,0,0,0,0,0,0,0,0,0
멜로우피부과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
멜로즈의원,1,1,0,0,0,0,0,0,0,0,0,0,0,0
멜론성형외과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
멤버스성형외과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
면목나은정형외과의원,2,0,0,0,2,0,0,0,0,0,0,0,0,0
면목다솔내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
면목성심외과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
면목팔팔365의원,2,0,0,0,2,0,0,0,0,0,0,0,0,0
면목현안과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
명가마디내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
명가마취통증의학과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
명가의원,1,1,0,0,0,0,0,0,0,0,0,0,0,0
명가의원,1,1,0,0,0,0,0,0,0,0,0,0,0,0
명가정의학과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
명가정의학과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
명가정의학과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
명가정의학과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
명곡소아과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
명근철소아청소년과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
명내과방사선과의원,4,0,0,0,4,0,0,0,0,0,0,0,0,0
명내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
명내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
명내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
명내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
명내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
명내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
명내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
명내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
명동고운세상피부과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
명동라라의원,1,1,0,0,0,0,0,0,0,0,0,0,0,0
명동리더스피부과의원,2,0,0,0,2,0,0,0,0,0,0,0,0,0
명동리본의원,0,0,0,0,0,0,0,0,0,0,0,0,0,0
명동메디칼의원,1,1,0,0,0,0,0,0,0,0,0,0,0,0
명동미소유의원,1,1,0,0,0,0,0,0,0,0,0,0,0,0
명동박내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
명동서울밝은안과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
명동성모가정의학과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
명동성모안과의원,2,0,0,0,2,0,0,0,0,0,0,0,0,0
명동안과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
명동안과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
명동연세의원,2,1,0,0,1,0,0,0,0,0,0,0,0,0
명동연세이비인후과의원,2,0,0,0,2,0,0,0,0,0,0,0,0,0
명동예쁨주의쁨의원,2,1,0,0,1,0,0,0,0,0,0,0,0,0
명동웰니스내과의원,2,0,0,0,2,0,0,0,0,0,0,0,0,0
명동하나이비인후과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
명륜신경정신과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
명륜편한내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
명메디칼스킨남성의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
명문내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
명문마취통증의학과의원,2,0,0,0,2,0,0,0,0,0,0,0,0,0
명문마취통증의학과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
명문소아청소년과의원,2,0,0,0,2,0,0,0,0,0,0,0,0,0
명문정형외과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
명비뇨기과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
명비뇨기과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
명석준안과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
명석진 내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
명성김주형의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
명성내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
명성마취통증의학과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
명성마취통증의학과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
명성마취통증의학과의원,2,0,0,0,2,0,0,0,0,0,0,0,0,0
명성마취통증의학과의원,2,0,0,0,2,0,0,0,0,0,0,0,0,0
명성메디칼의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
명성모이비인후과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
명성비뇨기과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
명성신경외과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
명성연세내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
명성연합신경외과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
명성의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
명성의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
명성의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
명성의원,1,1,0,0,0,0,0,0,0,0,0,0,0,0
명성의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
명성의원,2,1,0,0,1,0,0,0,0,0,0,0,0,0
명성의원,1,1,0,0,0,0,0,0,0,0,0,0,0,0
명성의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
명성의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
명성의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
명성의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
명성이비인후과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
명성정형외과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
명성형외과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
명소아과의원,0,0,0,0,0,0,0,0,0,0,0,0,0,0
명소아과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
명소아과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
명소아청소년과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
명소아청소년과의원,2,0,0,0,2,0,0,0,0,0,0,0,0,0
명소아청소년과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
명소아청소년과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
명소아청소년과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
명소아청소년과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
명소아청소년과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
명소아청소년과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
명신의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
명안과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
명안과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
명안과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
명안과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
명안과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
명안과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
명안과의원,4,0,0,0,4,0,0,0,0,0,0,0,0,0
명안과의원,2,0,0,0,2,0,0,0,0,0,0,0,0,0
명안과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
명안과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
명안과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
명안과의원,3,0,0,0,3,0,0,0,0,0,0,0,0,0
명연합신경과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
명원정신건강의학과의원,2,0,0,0,2,0,0,0,0,0,0,0,0,0
명의마취통증의학과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
명의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
명의원,1,1,0,0,0,0,0,0,0,0,0,0,0,0
명의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
명의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
명의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
명의원,1,1,0,0,0,0,0,0,0,0,0,0,0,0
명의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
명이비인후과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
명이비인후과의원,2,0,0,0,2,0,0,0,0,0,0,0,0,0
명이비인후과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
명이비인후과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
명이비인후과의원,2,0,0,0,2,0,0,0,0,0,0,0,0,0
명이비인후과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
명이비인후과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
명이비인후과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
명이비인후과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
명이비인후과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
명이비인후과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
명이비인후과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
명이비인후과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
명인내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
명인마취통증의학과의원,2,0,0,0,2,0,0,0,0,0,0,0,0,0
명인마취통증의학과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
명인소아청소년과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
명인안과의원,2,0,0,0,2,0,0,0,0,0,0,0,0,0
명인안과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
명인외과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
명인의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
명일건내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
명일성모내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
명일엠의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
명일연세내과의원,2,0,0,0,2,0,0,0,0,0,0,0,0,0
명일이비인후과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
명작의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
명장내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
명정신건강의학과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
명지내과의원,6,0,0,0,6,0,0,0,0,0,0,0,0,0
명지더봄안과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
명지맑은피부과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
명지바른 신경외과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
명지베스트성형외과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
명지본튼튼의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
명지성모안과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
명지엘펜하임의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
명지웰마취통증의학과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
명지이비인후과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
명지일신산부인과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
명지정내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
명지정신건강의학과의원,2,0,0,0,2,0,0,0,0,0,0,0,0,0
명지침례의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
명지튼튼정형외과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
명진단영상의학과의원,8,0,0,0,8,0,0,0,0,0,0,0,0,0
명진병리과의원,6,0,0,0,6,0,0,0,0,0,0,0,0,0
명진의료재단 삼성연합의원,0,0,0,0,0,0,0,0,0,0,0,0,0,0
명진정형외과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
명천가정의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
명쾌한내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
명품동안의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
명품피부과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
명한의원.의원,1,1,0,0,0,0,0,0,0,0,0,0,0,0
모가나의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
모건휴먼피부과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
모겐내과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
모나라피부과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
모네맑은의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
모다올의원,2,1,0,0,1,0,0,0,0,0,0,0,0,0
모담의원,1,1,0,0,0,0,0,0,0,0,0,0,0,0
모더함의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
모던성형외과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
모델라인의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
모델라인의원,1,1,0,0,0,0,0,0,0,0,0,0,0,0
모델라인의원,3,0,0,0,3,0,0,0,0,0,0,0,0,0
모델로피부과의원,2,0,0,0,2,0,0,0,0,0,0,0,0,0
모두 소아청소년과 의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
모두가정의원,1,1,0,0,0,0,0,0,0,0,0,0,0,0
모두모의원,1,1,0,0,0,0,0,0,0,0,0,0,0,0
모두모의원,1,1,0,0,0,0,0,0,0,0,0,0,0,0
모두의 정신건강의학과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
모두의안과의원,3,0,0,0,3,0,0,0,0,0,0,0,0,0
모두이비인후과의원,2,0,0,0,2,0,0,0,0,0,0,0,0,0
모두이비인후과의원 운정점,1,0,0,0,1,0,0,0,0,0,0,0,0,0
모두튼튼의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
모두편한내과방사선과의원,4,0,0,0,4,0,0,0,0,0,0,0,0,0
모든내과의원,2,0,0,0,2,0,0,0,0,0,0,0,0,0
모든모의원,1,1,0,0,0,0,0,0,0,0,0,0,0,0
모든아이소아청소년과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
모디헤어플란트의원,1,1,0,0,0,0,0,0,0,0,0,0,0,0
모딜리아니의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
모라성모의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
모란마취통증의학과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
모란비뇨의학과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
모란삼성안과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
모란새항외과의원,1,0,0,0,1,0,0,0,0,0,0,0,0,0
